Name,OAID#link#multi,Affiliation#sortquan,City#sortquan,Region#sortquan,Country#sortquan,Latitude#hidden,Longitude#hidden,Collaborators#multi#link#sortquan,Scope#multi#sortquan,Number of Collaborators#number,OA concepts#multi#sortquan,Publications#hidden,Citedness#number,H Index#number,Publication Dates#multi#sortquan,Relevant Publications#number,#img,#netvis
Katja Marasović,https://openalex.org/A2719501617,University of Split,Split,,Croatia,43.510975,16.4681,https://openalex.org/A4351342245|https://openalex.org/A2571823081,aqueducts && water,2,Aqueduct|Geography|Computer science|Geomorphology|Archaeology|Channel (broadcasting)|World Wide Web|Geology|Electrical engineering|Section (typography)|History|Structural basin|Advertising|Settlement (finance)|Payment|Business|Engineering|Ancient history|Marl|Bedrock,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2719501617"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2016,1,HR,3a30e225e556c2bda30df25174734c46a45c6675f5008c617c532588e74c6c57
Katja Soennecken,https://openalex.org/A4348606571,University of Wuppertal,Wuppertal,Nordrhein-Westfalen,Germany,51.245083,7.152161,https://openalex.org/A2213037093|https://openalex.org/A4335592374|https://openalex.org/A4334347876,aqueducts && water,3,Art|Period (music)|World Wide Web|Habitat|Natural (archaeology)|Geography|Computer science|Aesthetics|Settlement (finance)|Payment|Biology|Ecology|German|Archaeology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4348606571"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2017,1,DE,b985386408aab4caa3c5129692d9f5f527670a166138a5d16576318065a9b9ff
Ke Liu,https://openalex.org/A4354685063,Central China Normal University,Wuhan,,China,30.51801,114.363625,,aqueducts && water,0,Philosophy|Stress (linguistics)|Aqueduct|Engineering|Geography|Structural engineering|Linguistics|Displacement (psychology)|Psychotherapist|Psychology|Geotechnical engineering|Finite element method|Archaeology|Beam (structure),"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4354685063"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2014,1,CN,
Keshav Prasad Dabral,https://openalex.org/A4345611825,Indian Institute of Technology Bombay,Mumbai,,India,19.133348,72.91121,https://openalex.org/A3173523394|https://openalex.org/A4357788196,aqueducts && water,2,Oceanography|Forensic engineering|Geology|Petroleum engineering|Engineering|Computer science|Underwater|Environmental science|Marine engineering,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4345611825"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2016,1,IN,25f19f09dd45f414fd3a6b10ebdd0263c1854262c122b21af56023e07dd9c9af
Kevin K. Schrader,https://openalex.org/A4356305928,United States Department of Agriculture,Washington D.C.,District of Columbia,United States,38.88794,-77.03003,,aqueducts && water,0,Aquaculture|Bacteria|Cyanobacteria|Biology|Odor|Fish <Actinopterygii>|Geosmin|Genetics|Botany|Catfish|Oscillatoria|Selenastrum|Fishery|Algae|Bioassay|Ictalurus|Ecology|Neuroscience|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4356305928"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",1.5,26,2005,1,US,
Kevin M. Hiscock,https://openalex.org/A4337055582,University of East Anglia,Norwich,Norfolk,United Kingdom,52.621666,1.241667,,aqueducts && water,0,Geology|Hydrogeology|Groundwater flow|Groundwater|Hydrology (agriculture)|Groundwater model|Geotechnical engineering|Groundwater discharge|Groundwater recharge|Aquifer,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4337055582"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",4.5,27,2005,1,GB,
Kim Van Tittelboom,https://openalex.org/A298152251,Ghent University,Ghent,,Belgium,51.046764,3.727875,https://openalex.org/A4356168196,aqueducts && water,1,Materials science|Cementitious|Fly ash|Pozzolan|Engineering|Composite material|Clinker (cement)|Metallurgy|Calcium hydroxide|Ground granulated blast-furnace slag|Portland cement|Cement|Chemical engineering,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A298152251"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",6.771428571428571,32,2009,1,BE,495393ba24027a7b2bcd7c25a4247e93bc69fd54d1a956a9a6a51a7cc2be21bb
King County,https://openalex.org/A751907638,Unknown,,,,,,,aqueducts && water,0,Art|Cartography|Sound (geography)|Natural (archaeology)|Geography|Open water|Computer science|Computer network|Archaeology|Representation (politics)|Geology|Hydrology (agriculture)|STREAMS|Minor (academic)|Humanities|Water resource management|Water level|Politics|Law|Oceanography|Political science|Geotechnical engineering|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A751907638"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,2,2007,2,un,
King County Water,https://openalex.org/A2731413358,Unknown,,,,,,https://openalex.org/A2708218281|https://openalex.org/A2693619194|https://openalex.org/A2186947121,aqueducts && water,3,STREAMS|Oceanography|Cartography|Geology|Environmental engineering|Sound (geography)|Natural (archaeology)|Open water|Geography|Hydrology (agriculture)|Water level|Computer science|Geotechnical engineering|Computer network|Environmental science|Archaeology|Water body,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2731413358"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2016,1,un,ed1c1e497c777b45a2ea94c450a226e0c0999e3a7a1a7c01e8f8ce1bf8160206
Kirk S. Westphal,https://openalex.org/A4342428080,"Kansas Department of Agriculture, Division of Water Resources",,,,39.17881,-96.56184,https://openalex.org/A4339722564|https://openalex.org/A2167007571,aqueducts && water,2,Mechanical engineering|Decision support system|Artificial intelligence|Environmental engineering|Water supply|Engineering|Hydrology (agriculture)|Water resource management|Computer science|Work (physics)|Geotechnical engineering|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4342428080"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2001,1,un,61251bb1dfe91b91237b80bf623ae80bfb0b6364f868aec17a4f4b2370970a72
Kishor P. Kumbhar,https://openalex.org/A2097438825,National Chemical Laboratory,Pune,Maharashtra,India,18.542068,73.811516,https://openalex.org/A2577676312|https://openalex.org/A2185644746|https://openalex.org/A2741393719|https://openalex.org/A3088287134,aqueducts && water,4,Mechanical engineering|Dirt|Environmental engineering|Telecommunications|Choke|Engineering|Wireless|Electrical engineering|Sanitary sewer|Marine engineering|Garbage|Civil engineering|General Packet Radio Service|Environmental science|Waste management|Global Positioning System,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2097438825"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,2,2017,1,IN,60e0de0c7ea2d4f767276be23f27ec0e05ff7358371ca4d3c5d31ec626e35305
Klaus Peter Jochum,https://openalex.org/A4357041537,Max Planck Institute for Chemistry,Mainz,,Germany,49.991943,8.238611,https://openalex.org/A4335603823|https://openalex.org/A2228904383|https://openalex.org/A2612372844|https://openalex.org/A1981566251|https://openalex.org/A4354234840,aqueducts && water,5,Chemistry|Carbonate|Internal medicine|Organic chemistry|Biology|Endocrinology|Radiochemistry|Medicine,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4357041537"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",1.75,44,2020,1,DE,502bbbee170e0af7f2eae7b21022d8c1f148327cfe7251aaa849e1cc793e386e
Konstantinos Voudouris,https://openalex.org/A4357992748,Aristotle University of Thessaloniki,Thessaloniki,Kentriki Makedonia,Greece,40.63,22.958055,https://openalex.org/A4358957438|https://openalex.org/A4334876445|https://openalex.org/A4342273792,aqueducts && water,3,Geology|Aqueduct|Environmental engineering|Water supply|Engineering|Groundwater|Geography|Water resource management|Geotechnical engineering|Environmental science|Aquifer|Archaeology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4357992748"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,6,2013,1,GR,28c8d9f8f8e54ce4945a7af9d74f638230fec9b9106e605faabec2b18426e81e
Konstantinos Voudouris,https://openalex.org/A4360099474,Aristotle University of Thessaloniki,Thessaloniki,Kentriki Makedonia,Greece,40.63,22.958055,https://openalex.org/A2281301625|https://openalex.org/A2424897487|https://openalex.org/A4358957438|https://openalex.org/A2249593246,aqueducts && water,4,Mechanical engineering|Geology|Aqueduct|Archaeology|Groundwater|Engineering|Geography|Ancient history|Spring (device)|Geotechnical engineering|History|Prehistory,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4360099474"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",4,9,2016,1,GR,5bc2758801580d47b44864cb8f4a12365642387347766155f11dc3856dc854d1
Kovatsch,https://openalex.org/A2481862440,Unknown,,,,,,https://openalex.org/A2477599517|https://openalex.org/A2463249341|https://openalex.org/A2191591094|https://openalex.org/A2683989476|https://openalex.org/A2201961590|https://openalex.org/A2679057683|https://openalex.org/A2637958618|https://openalex.org/A4354688588|https://openalex.org/A4355470793|https://openalex.org/A4355207500|https://openalex.org/A4355553992|https://openalex.org/A4357526082|https://openalex.org/A2500628344|https://openalex.org/A2489062644|https://openalex.org/A4356871762|https://openalex.org/A2503551327|https://openalex.org/A2481630384|https://openalex.org/A2484186563|https://openalex.org/A4352552783|https://openalex.org/A2553927819|https://openalex.org/A2643579318|https://openalex.org/A2144833006|https://openalex.org/A4355189216|https://openalex.org/A2612533932|https://openalex.org/A2061722327|https://openalex.org/A2667860508|https://openalex.org/A2652419720,aqueducts && water,27,Oceanography|Geology|Water pressure|Engineering|Arch|Mortar|Hydrology (agriculture)|Masonry|Geotechnical engineering|Civil engineering|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2481862440"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,1894,1,un,1e0574bb6d0a232a2ffd858cb5048ecf38cb7c9b44b5d1e57256bd1a35df8355
Kp Yue,https://openalex.org/A2258781463,Unknown,,,,,,https://openalex.org/A2286991769,aqueducts && water,1,China|Aqueduct|Environmental engineering|Telecommunications|Geography|Biology|Civil engineering|Shoal|Archaeology|Channel (broadcasting)|Geology|Hydrology (agriculture)|Plover|Oceanography|Cove|Habitat|Water supply|Engineering|Geotechnical engineering|Ecology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2258781463"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,1987,1,un,274aaefe1598c8a1b40fac39ff5f5563b927dccf801a43df29a213c518dec957
Kr Peattie,https://openalex.org/A2764627878,Unknown,,,,,,https://openalex.org/A4350418025|https://openalex.org/A4335012496|https://openalex.org/A2707566835|https://openalex.org/A2655344010|https://openalex.org/A2172877842|https://openalex.org/A2490559863|https://openalex.org/A2572605512|https://openalex.org/A2611023640|https://openalex.org/A2264904525,aqueducts && water,9,Public health|Nursing|Medicine,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2764627878"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,1981,1,un,0e0e78cdf0a8a001552c7575b8b1d5e7d937cf59f3b0fda331ba3f5ecf99db56
Kristin B. Dobbin,https://openalex.org/A4334438944,"University of California, Davis",Davis,California,United States,38.54,-121.75,https://openalex.org/A1895671201,aqueducts && water,1,Economic growth|Geography|Biology|Ecology|Water quality|Business|Environmental planning|Economics|Environmental resource management,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4334438944"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",1,3,2015,1,US,77837ead4aeb44a79ed931fc1e623d2efdd980d3551952abf3cc0e5e21cb6568
Kristin S. Linsey,https://openalex.org/A4341349009,Unknown,,,,,,https://openalex.org/A2172497991,aqueducts && water,1,Environmental science|Computer science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4341349009"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,5,2005,1,un,bf6edc79631a060009ce07fa3d7719231754d2257fc1f7a7e6d9c0737674fd7d
Krisztián Anderkó,https://openalex.org/A2272214723,Unknown,,,,,,https://openalex.org/A4354879538|https://openalex.org/A300980543,aqueducts && water,2,Excavation|Cartography|Field (mathematics)|Archaeology|Pure mathematics|Geography|Scale (ratio)|Mathematical analysis|Field survey|History|Mathematics|Agriculture|Boundary (topology),"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2272214723"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2015,1,un,b1553185e20cb9e160f24233960b3a28c3e21702f5c691927ad13a4496706ae7
Kun Li,https://openalex.org/A4353773062,Sichuan University,Chengdu,,China,30.63016,104.09001,https://openalex.org/A3080313700|https://openalex.org/A4353496311|https://openalex.org/A3080857869,aqueducts && water,3,Coating|Materials science|Aqueduct|Archaeology|Engineering|Structural engineering|Thermodynamics|Joint (building)|Ultimate tensile strength|Physics|Component (thermodynamics)|Polyurea|History|Composite material|Expansion joint,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4353773062"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",4.1321942446043165,98,2020,1,CN,c8332cfa0a8b94fff14708e676482af1666fd4ec400e5854e5ce56b187ec3466
Kuroush Roosta,https://openalex.org/A4341054445,Unknown,,,,,,https://openalex.org/A4331062235,aqueducts && water,1,Aqueduct|Geography|Beneficiary|Computer science|Cronbach's alpha|Computer network|Rehabilitation|Archaeology|Medicine|Agriculture|Mechanical engineering|Sociology|Descriptive statistics|Psychology|Socioeconomics|Statistics|Environmental science|Water resource management|Environmental health|Finance|Business|Population|Limiting|Engineering|Neuroscience|Resource (disambiguation)|Environmental planning|Mathematics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4341054445"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2014,2,un,cdd2ebb9172ee79c9eb3bf89fd6786b463a373c15938e67d0c10fb8790ffc1cf
Kyu-Seok Yeon,https://openalex.org/A4331390291,Kangwon National University,Chuncheon,,South Korea,37.869446,127.74416,https://openalex.org/A2168538302|https://openalex.org/A4353967407|https://openalex.org/A2087135307,aqueducts && water,3,Aqueduct|Precast concrete|Span (engineering)|Structural engineering|Physics|Displacement (psychology)|Archaeology|Thermal|Geology|Joint (building)|Psychology|History|Transverse plane|Materials science|Prestressed concrete|Psychotherapist|Composite material|Engineering|Meteorology|Geotechnical engineering|Expansion joint,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4331390291"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,8,2015,1,KR,d1aabcf5ba4f677704e17c99f862bea16563e7a565e67c464aab4a94a2918092
L Alexis De La Cruz,https://openalex.org/A2941000224,Universidad de Panamá,Panama City,,Panama,8.983889,-79.53333,,aqueducts && water,0,Chemistry|Environmental science|Environmental engineering|Potable water|Biology|Ecology|Statistical analysis|Food science|Water quality|National standard|Statistics|Mathematics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2941000224"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2014,1,PA,
L H Dickerson,https://openalex.org/A4348697317,Unknown,,,,,,https://openalex.org/A4354251676|https://openalex.org/A2279493338|https://openalex.org/A2641213819|https://openalex.org/A4354354539|https://openalex.org/A4352627309|https://openalex.org/A2276372934|https://openalex.org/A4359264443|https://openalex.org/A4355887507|https://openalex.org/A4266311419|https://openalex.org/A2668246551|https://openalex.org/A2556865444|https://openalex.org/A4359735296|https://openalex.org/A4359615512|https://openalex.org/A4355619349|https://openalex.org/A2336963089|https://openalex.org/A2764468176,aqueducts && water,16,Hydroelectricity|Environmental engineering|Petroleum engineering|Engineering|Pipeline transport|Electrical engineering|Environmental science|Marine engineering,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4348697317"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,1962,1,un,6c752a8016ebcb700e8b95ea71b1621e0c65edafbd1cab14ebbc637ae3503eed
L. Chryssaidis,https://openalex.org/A2316239675,Unknown,,,,,,https://openalex.org/A1212550006,aqueducts && water,1,Art|Architecture|Period (music)|Excavation|Environmental engineering|Water supply|Engineering|Natural (archaeology)|Geography|History|Aesthetics|Civil engineering|Livelihood|Environmental planning|Archaeology|Agriculture,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2316239675"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2007,1,un,f509bbed36eb31d9db7e00e17839c6f71b4679f62c16a4cb803feed604c26d39
L. Martínez-Rodriguez,https://openalex.org/A2464691031,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,Mexico City,,Mexico,19.287931,-99.156334,https://openalex.org/A3018830631|https://openalex.org/A4202363557,aqueducts && water,2,Computer science|Biology|Medicine|Veterinary medicine|Animal science|Agriculture|Odds ratio|Internal medicine|World Wide Web|Protozoan parasite|Toxoplasma gondii|Seroprevalence|Confidence interval|Immunology|Serology|Logistic regression|Parasite hosting|Antibody|Ecology|Animal husbandry,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2464691031"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",6,1,2020,1,MX,8454db2795d9c1057b1740969cab8d9da42f1d4c618ab69ca7ec39858119dbbc
L. Sears,https://openalex.org/A4343872909,Unknown,,,,,,https://openalex.org/A3079453995|https://openalex.org/A4353243198|https://openalex.org/A2127777157|https://openalex.org/A2478489995,aqueducts && water,4,Cartography|Natural (archaeology)|Geography|Vegetation (pathology)|Computer science|Machine learning|Biology|Archaeology|Medicine|Demography|Sociology|Geology|Outflow|Hydrology (agriculture)|Current (fluid)|Delta|San Joaquin|Watershed|Tributary|River delta|Soil science|Aerospace engineering|Population|Physical geography|Oceanography|Habitat|Engineering|Estuary|Bay|Geotechnical engineering|Ecology|Environmental science|Pathology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4343872909"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,5,2015,2,un,16aeb4bf676d1f2d97bf8ed983a20dc4fc3c9f09fab2a1902c6a0e7c015ee881
L. Sprague (Lyon Sprague),https://openalex.org/A4338826375,Unknown,,,,,,https://openalex.org/A4351087236,aqueducts && water,1,Art|Geometry|Emperor|Physics|Biology|Heron|Genius|Ruler|Astronomer|History|Inscribed figure|Art history|Visual arts|Paleontology|Fountain|Engineering|Ancient history|Slowness|Quantum mechanics|Mathematics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4338826375"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,6,1963,1,un,0551862eeaffa47bf77560b82e87ba7e0bba1e2a56e619ed44c059265f84c6ea
LI Shu-qun,https://openalex.org/A2520276221,Hefei University of Technology,Hefei,,China,31.849813,117.29523,,aqueducts && water,0,Geology|Aqueduct|Deflection (physics)|Engineering|Geography|Structural engineering|Physics|Optics|Archaeology|Transverse plane|Beam (structure),"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2520276221"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2008,1,CN,
LU Ya-jie,https://openalex.org/A2390745844,Dana (United States),Maumee,Ohio,United States,41.56773,-83.69335,,aqueducts && water,0,Water source|Cartography|Environmental engineering|Water supply|Engineering|Groundwater|Geography|Telecommunications|Water resource management|Water level|Water resources|Hydrology (agriculture)|Water security|Biology|Ecology|Geotechnical engineering|Environmental science|Upstream (networking),"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2390745844"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2010,1,US,
Laetitia Borau,https://openalex.org/A4358190186,Ausonius Institut de Recherche sur l'Antiquité et le Moyen age,Pessac,,France,44.793953,-0.62034,,aqueducts && water,0,Philosophy|Cartography|Humanities|Geography|Water resource management|Physics|Environmental science|Archaeology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4358190186"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0.13333333333333333,3,2019|2015,2,FR,
Land Resources,https://openalex.org/A2186947121,Unknown,,,,,,https://openalex.org/A2731413358|https://openalex.org/A2693619194|https://openalex.org/A2708218281,aqueducts && water,3,STREAMS|Oceanography|Cartography|Geology|Environmental engineering|Sound (geography)|Natural (archaeology)|Open water|Geography|Hydrology (agriculture)|Water level|Computer science|Geotechnical engineering|Computer network|Environmental science|Archaeology|Water body,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2186947121"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2016,1,un,f05e22711b55368a59b7e83e619aaf8df581988900655bae7f61a041a3a8f450
Larry W. Mays,https://openalex.org/A4332694468,Arizona State University,Tempe,Arizona,United States,33.417194,-111.93651,https://openalex.org/A4358957438|https://openalex.org/A4358914885|https://openalex.org/A4354900229,aqueducts && water,3,Aqueduct|Environmental engineering|Groundwater|Geography|Biology|Archaeology|Geology|Hydrology (agriculture)|Rainwater harvesting|History|Environmental science|Wastewater|Sewerage|Water resource management|Water resources|Greeks|Civilization|Water supply|Engineering|Ancient history|Ecology|Geotechnical engineering|Cistern,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4332694468"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",2,34,2011|2007,2,US,828ee0c3fa5f5075da2856ffeb7ac60351050b44693f48f26488d58561fe1e13
Lars Öhrström,https://openalex.org/A4355288958,Chalmers University of Technology,Gothenburg,,Sweden,57.68833,11.976667,,aqueducts && water,0,Art|Social science|Chemistry|Architecture|Sociology|White (mutation)|Gene|Estate|History|Art history|Visual arts|Biochemistry|Law|Harmony (color)|Political science|Idyll|Legislation|Agency (philosophy)|Literature,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4355288958"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",5.333333333333333,31,2013,1,SE,
Laszlo Sajo-Bohus,https://openalex.org/A1933320629,Simón Bolívar University,Caracas,,Venezuela,10.4104,-66.8812,https://openalex.org/A2137559405|https://openalex.org/A2436355814|https://openalex.org/A1970188871,aqueducts && water,3,Philosophy|Humanities|Physics|Quantum mechanics|Radon,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A1933320629"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,1997,1,VE,f2a901279dbc32ffc8c173414cc19643eb45a105ebc37e5c5dd87e4f54a4317a
Laura Blotto,https://openalex.org/A149540565,Unknown,,,,,,,aqueducts && water,0,Structural basin|Cartography|Paleontology|Geology|Environmental engineering|Drainage basin|Water supply|Archaeology|Geography|Art history|Middle Ages|Environmental science|The Renaissance|History,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A149540565"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2015,1,un,
Laura Castellucci,https://openalex.org/A4346266467,University of Rome Tor Vergata,Rome,Lazio,Italy,41.85015,12.597991,,aqueducts && water,0,Equity (law)|Public economics|Water scarcity|Environmental engineering|Environmental economics|Engineering|Political science|Externality|Natural resource economics|Water resources|Microeconomics|Sanitation|Biology|Ecology|Law|Finance|Business|Economics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4346266467"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",1,4,2015,1,IT,
Laura Cervantes,https://openalex.org/A4345369534,Universidad Nacional Autónoma de México,Mexico City,Distrito Federal,Mexico,19.322817,-99.18663,https://openalex.org/A4351385650|https://openalex.org/A4344749102|https://openalex.org/A4357278299|https://openalex.org/A4357598943|https://openalex.org/A2703681708|https://openalex.org/A4357325246|https://openalex.org/A4340942694|https://openalex.org/A4355092052,aqueducts && water,8,Agricultural engineering|Bioenergy|Environmental engineering|Waste management|Engineering|Agronomy|Power (physics)|Electrical engineering|Physics|Power station|Biology|Biomass (ecology)|Straw|Quantum mechanics|Electricity generation|Biofuel|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4345369534"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",1,1,2020,1,MX,0320d9a0986c052172dc3cd6683329339b2c801294e6928db9f19cdc36119ab9
